"","uid","residence","prewarning","group","gender","age","bot_dummy","rebuttal_dummy","income_national","income_sample","income_sample_abs","accuracy","worth","articleId","sixgroup"
"15259",2431,"广东东莞","AIL","bot_tag","2",3,"bot_TRUE","rebuttal_FALSE",5,5,4,4,3,"pakistan","AIL_bot_tag"
"15260",2433,"四川德阳","AIL","bot_tag","1",3,"bot_TRUE","rebuttal_FALSE",4,4,2,1,1,"pakistan","AIL_bot_tag"
"15261",2434,"广东佛山","NewsL","bot_tag","1",2,"bot_TRUE","rebuttal_FALSE",5,5,4,3,4,"pakistan","NewsL_bot_tag"
"15262",2439,"吉林长春","NewsL","bot_tag","2",4,"bot_TRUE","rebuttal_FALSE",4,4,2,1,1,"pakistan","NewsL_bot_tag"
"15263",2440,"广东广州","NewsL","bot_tag","1",4,"bot_TRUE","rebuttal_FALSE",5,5,4,3,3,"pakistan","NewsL_bot_tag"
"15264",2449,"安徽安庆","AIL","bot_tag","1",3,"bot_TRUE","rebuttal_FALSE",4,3,2,1,1,"pakistan","AIL_bot_tag"
"15265",2451,"福建福州","AIL","bot_tag","1",4,"bot_TRUE","rebuttal_FALSE",5,5,3,1,1,"pakistan","AIL_bot_tag"
"15266",2452,"浙江杭州","NewsL","bot_tag","2",3,"bot_TRUE","rebuttal_FALSE",5,5,4,2,2,"pakistan","NewsL_bot_tag"
"15267",2453,"北京北京","NewsL","bot_tag","1",5,"bot_TRUE","rebuttal_FALSE",5,5,4,2,1,"pakistan","NewsL_bot_tag"
"15268",2461,"广东东莞","NewsL","bot_tag","1",5,"bot_TRUE","rebuttal_FALSE",5,5,4,4,3,"pakistan","NewsL_bot_tag"
"15269",2464,"河北石家庄","NewsL","bot_tag","2",4,"bot_TRUE","rebuttal_FALSE",4,4,2,2,1,"pakistan","NewsL_bot_tag"
"15270",2466,"江苏苏州","AIL","bot_tag","1",3,"bot_TRUE","rebuttal_FALSE",5,5,4,2,2,"pakistan","AIL_bot_tag"
"15271",2470,"河北石家庄","AIL","bot_tag","2",4,"bot_TRUE","rebuttal_FALSE",4,4,2,4,4,"pakistan","AIL_bot_tag"
"15272",2476,"云南西双版纳","AIL","bot_tag","1",4,"bot_TRUE","rebuttal_FALSE",4,2,1,2,1,"pakistan","AIL_bot_tag"
"15273",2480,"安徽淮南","AIL","bot_tag","1",3,"bot_TRUE","rebuttal_FALSE",4,4,2,1,1,"pakistan","AIL_bot_tag"
"15274",2488,"辽宁鞍山","AIL","bot_tag","1",6,"bot_TRUE","rebuttal_FALSE",4,3,2,1,1,"pakistan","AIL_bot_tag"
"15275",2491,"河南安阳","NewsL","bot_tag","1",3,"bot_TRUE","rebuttal_FALSE",4,2,2,1,1,"pakistan","NewsL_bot_tag"
"15276",2492,"山东威海","NewsL","bot_tag","1",4,"bot_TRUE","rebuttal_FALSE",5,5,3,1,1,"pakistan","NewsL_bot_tag"
"15277",2498,"广东汕头","NewsL","bot_tag","1",3,"bot_TRUE","rebuttal_FALSE",4,1,1,5,4,"pakistan","NewsL_bot_tag"
"15278",2499,"浙江杭州","NewsL","bot_tag","1",3,"bot_TRUE","rebuttal_FALSE",5,5,4,5,4,"pakistan","NewsL_bot_tag"
"15279",2500,"安徽六安","NewsL","bot_tag","1",3,"bot_TRUE","rebuttal_FALSE",4,2,2,1,1,"pakistan","NewsL_bot_tag"
"15280",2506,"江苏常州","AIL","bot_tag","1",3,"bot_TRUE","rebuttal_FALSE",5,5,4,2,1,"pakistan","AIL_bot_tag"
"15281",2507,"北京北京","NewsL","bot_tag","2",4,"bot_TRUE","rebuttal_FALSE",5,5,4,3,4,"pakistan","NewsL_bot_tag"
"15282",2511,"广东揭阳","NewsL","bot_tag","1",4,"bot_TRUE","rebuttal_FALSE",3,1,1,3,3,"pakistan","NewsL_bot_tag"
"15283",2512,"北京北京","NewsL","bot_tag","1",4,"bot_TRUE","rebuttal_FALSE",5,5,4,3,3,"pakistan","NewsL_bot_tag"
"15284",2513,"广东梅州","AIL","bot_tag","2",3,"bot_TRUE","rebuttal_FALSE",4,1,1,3,2,"pakistan","AIL_bot_tag"
"15285",2514,"上海上海","AIL","bot_tag","1",4,"bot_TRUE","rebuttal_FALSE",5,5,5,3,2,"pakistan","AIL_bot_tag"
"15286",2515,"上海上海","AIL","bot_tag","2",4,"bot_TRUE","rebuttal_FALSE",5,5,5,1,1,"pakistan","AIL_bot_tag"
"15287",2517,"广西钦州","NewsL","bot_tag","1",6,"bot_TRUE","rebuttal_FALSE",4,3,2,1,1,"pakistan","NewsL_bot_tag"
"15288",2518,"山东潍坊","NewsL","bot_tag","1",3,"bot_TRUE","rebuttal_FALSE",5,4,2,3,2,"pakistan","NewsL_bot_tag"
"15289",2520,"黑龙江齐齐哈尔","NewsL","bot_tag","1",4,"bot_TRUE","rebuttal_FALSE",4,1,1,1,1,"pakistan","NewsL_bot_tag"
"15290",2523,"云南未知","NewsL","bot_tag","2",3,"bot_TRUE","rebuttal_FALSE",4,3,2,4,3,"pakistan","NewsL_bot_tag"
"15291",2526,"山东临沂","NewsL","bot_tag","1",5,"bot_TRUE","rebuttal_FALSE",4,4,2,1,1,"pakistan","NewsL_bot_tag"
"15292",2528,"上海上海","AIL","bot_tag","1",5,"bot_TRUE","rebuttal_FALSE",5,5,5,3,1,"pakistan","AIL_bot_tag"
"15293",2530,"安徽合肥","NewsL","bot_tag","2",3,"bot_TRUE","rebuttal_FALSE",5,5,3,4,4,"pakistan","NewsL_bot_tag"
"15294",2531,"江西南昌","NewsL","bot_tag","1",2,"bot_TRUE","rebuttal_FALSE",5,5,3,4,5,"pakistan","NewsL_bot_tag"
"15295",2532,"江苏南通","AIL","bot_tag","2",4,"bot_TRUE","rebuttal_FALSE",5,5,3,2,1,"pakistan","AIL_bot_tag"
"15296",2534,"福建福州","NewsL","bot_tag","1",4,"bot_TRUE","rebuttal_FALSE",5,5,3,2,2,"pakistan","NewsL_bot_tag"
"15297",2538,"四川成都","NewsL","bot_tag","1",3,"bot_TRUE","rebuttal_FALSE",5,5,3,4,3,"pakistan","NewsL_bot_tag"
"15298",2539,"山东枣庄","NewsL","bot_tag","1",4,"bot_TRUE","rebuttal_FALSE",4,3,2,1,1,"pakistan","NewsL_bot_tag"
"15299",2540,"广东东莞","NewsL","bot_tag","2",4,"bot_TRUE","rebuttal_FALSE",5,5,4,3,3,"pakistan","NewsL_bot_tag"
"15300",2544,"湖北武汉","NewsL","bot_tag","1",4,"bot_TRUE","rebuttal_FALSE",5,5,3,1,2,"pakistan","NewsL_bot_tag"
"15301",6,"广西南宁","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",4,3,2,2,2,"zhongkao","AIL_platform_rebuttal"
"15302",9,"安徽合肥","NewsL","platform_rebuttal","1",5,"bot_FALSE","rebuttal_TRUE",5,5,3,2,2,"zhongkao","NewsL_platform_rebuttal"
"15303",11,"山西太原","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",4,4,2,4,3,"zhongkao","AIL_platform_rebuttal"
"15304",14,"黑龙江齐齐哈尔","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",4,1,1,1,1,"zhongkao","NewsL_platform_rebuttal"
"15305",20,"河南焦作","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",4,2,1,1,1,"zhongkao","NewsL_platform_rebuttal"
"15306",21,"内蒙古呼和浩特","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,3,1,2,"zhongkao","AIL_platform_rebuttal"
"15307",22,"广东广州","NewsL","platform_rebuttal","1",6,"bot_FALSE","rebuttal_TRUE",5,5,4,2,2,"zhongkao","NewsL_platform_rebuttal"
"15308",25,"河南南阳","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",4,2,2,4,4,"zhongkao","NewsL_platform_rebuttal"
"15309",27,"贵州黔东南","NewsL","platform_rebuttal","1",2,"bot_FALSE","rebuttal_TRUE",4,2,2,4,5,"zhongkao","NewsL_platform_rebuttal"
"15310",29,"重庆重庆","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",4,4,2,5,5,"zhongkao","NewsL_platform_rebuttal"
"15311",31,"河北廊坊","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,3,2,3,"zhongkao","NewsL_platform_rebuttal"
"15312",32,"上海上海","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,5,3,4,"zhongkao","AIL_platform_rebuttal"
"15313",34,"广东深圳","AIL","platform_rebuttal","1",5,"bot_FALSE","rebuttal_TRUE",5,5,4,5,5,"zhongkao","AIL_platform_rebuttal"
"15314",36,"湖北武汉","NewsL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,3,2,2,"zhongkao","NewsL_platform_rebuttal"
"15315",43,"上海上海","NewsL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,5,2,2,"zhongkao","NewsL_platform_rebuttal"
"15316",53,"河南安阳","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",4,2,2,1,1,"zhongkao","AIL_platform_rebuttal"
"15317",54,"河南信阳","NewsL","platform_rebuttal","1",2,"bot_FALSE","rebuttal_TRUE",4,1,1,2,1,"zhongkao","NewsL_platform_rebuttal"
"15318",60,"辽宁沈阳","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,3,3,3,"zhongkao","NewsL_platform_rebuttal"
"15319",61,"广东潮州","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",3,1,1,2,3,"zhongkao","NewsL_platform_rebuttal"
"15320",63,"广东中山","NewsL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,4,5,3,"zhongkao","NewsL_platform_rebuttal"
"15321",72,"浙江杭州","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,4,1,1,"zhongkao","AIL_platform_rebuttal"
"15322",75,"江西景德镇","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",4,4,2,1,1,"zhongkao","NewsL_platform_rebuttal"
"15323",77,"江苏南通","NewsL","platform_rebuttal","2",2,"bot_FALSE","rebuttal_TRUE",5,5,3,1,1,"zhongkao","NewsL_platform_rebuttal"
"15324",78,"福建厦门","NewsL","platform_rebuttal","2",1,"bot_FALSE","rebuttal_TRUE",5,5,4,1,1,"zhongkao","NewsL_platform_rebuttal"
"15325",79,"广西南宁","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",4,3,2,5,4,"zhongkao","AIL_platform_rebuttal"
"15326",81,"江苏南京","NewsL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,4,2,1,"zhongkao","NewsL_platform_rebuttal"
"15327",83,"云南保山","AIL","platform_rebuttal","1",3,"bot_FALSE","rebuttal_TRUE",4,3,2,1,2,"zhongkao","AIL_platform_rebuttal"
"15328",89,"江苏镇江","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",5,5,4,2,3,"zhongkao","NewsL_platform_rebuttal"
"15329",90,"湖北孝感","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",4,3,2,4,5,"zhongkao","AIL_platform_rebuttal"
"15330",91,"广东云浮","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",4,1,1,5,5,"zhongkao","NewsL_platform_rebuttal"
"15331",95,"安徽合肥","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,3,2,1,"zhongkao","NewsL_platform_rebuttal"
"15332",97,"重庆重庆","AIL","platform_rebuttal","2",2,"bot_FALSE","rebuttal_TRUE",4,4,2,1,1,"zhongkao","AIL_platform_rebuttal"
"15333",100,"上海上海","NewsL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,5,2,2,"zhongkao","NewsL_platform_rebuttal"
"15334",103,"江苏苏州","NewsL","platform_rebuttal","1",2,"bot_FALSE","rebuttal_TRUE",5,5,4,1,1,"zhongkao","NewsL_platform_rebuttal"
"15335",104,"福建泉州","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,3,5,5,"zhongkao","AIL_platform_rebuttal"
"15336",112,"山东滨州","AIL","platform_rebuttal","1",3,"bot_FALSE","rebuttal_TRUE",4,4,2,1,2,"zhongkao","AIL_platform_rebuttal"
"15337",114,"江苏南京","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,4,2,1,"zhongkao","AIL_platform_rebuttal"
"15338",115,"安徽阜阳","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",4,2,2,1,1,"zhongkao","NewsL_platform_rebuttal"
"15339",117,"河南郑州","NewsL","platform_rebuttal","1",2,"bot_FALSE","rebuttal_TRUE",4,4,2,4,5,"zhongkao","NewsL_platform_rebuttal"
"15340",119,"山西大同","AIL","platform_rebuttal","2",2,"bot_FALSE","rebuttal_TRUE",4,2,2,5,4,"zhongkao","AIL_platform_rebuttal"
"15341",120,"山西晋中","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",4,3,2,2,1,"zhongkao","AIL_platform_rebuttal"
"15342",121,"广东珠海","NewsL","platform_rebuttal","1",2,"bot_FALSE","rebuttal_TRUE",5,5,4,1,2,"zhongkao","NewsL_platform_rebuttal"
"15343",122,"湖南常德","AIL","platform_rebuttal","2",2,"bot_FALSE","rebuttal_TRUE",4,3,2,3,2,"zhongkao","AIL_platform_rebuttal"
"15344",127,"山西太原","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",4,4,2,2,1,"zhongkao","AIL_platform_rebuttal"
"15345",131,"重庆重庆","AIL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",4,4,2,1,1,"zhongkao","AIL_platform_rebuttal"
"15346",132,"山西吕梁","NewsL","platform_rebuttal","1",3,"bot_FALSE","rebuttal_TRUE",4,1,1,2,1,"zhongkao","NewsL_platform_rebuttal"
"15347",134,"上海上海","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,5,4,4,"zhongkao","AIL_platform_rebuttal"
"15348",135,"上海上海","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,5,1,1,"zhongkao","NewsL_platform_rebuttal"
"15349",138,"上海上海","NewsL","platform_rebuttal","1",5,"bot_FALSE","rebuttal_TRUE",5,5,5,3,3,"zhongkao","NewsL_platform_rebuttal"
"15350",146,"贵州贵阳","NewsL","platform_rebuttal","2",2,"bot_FALSE","rebuttal_TRUE",4,4,2,1,2,"zhongkao","NewsL_platform_rebuttal"
"15351",149,"四川甘孜","NewsL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",4,3,2,2,2,"zhongkao","NewsL_platform_rebuttal"
"15352",153,"江西南昌","NewsL","platform_rebuttal","1",5,"bot_FALSE","rebuttal_TRUE",5,5,3,2,2,"zhongkao","NewsL_platform_rebuttal"
"15353",156,"江西南昌","AIL","platform_rebuttal","2",2,"bot_FALSE","rebuttal_TRUE",5,5,3,4,5,"zhongkao","AIL_platform_rebuttal"
"15354",162,"安徽安庆","NewsL","platform_rebuttal","1",6,"bot_FALSE","rebuttal_TRUE",4,3,2,3,2,"zhongkao","NewsL_platform_rebuttal"
"15355",166,"上海上海","AIL","platform_rebuttal","1",5,"bot_FALSE","rebuttal_TRUE",5,5,5,3,3,"zhongkao","AIL_platform_rebuttal"
"15356",167,"广东广州","AIL","platform_rebuttal","1",3,"bot_FALSE","rebuttal_TRUE",5,5,4,1,1,"zhongkao","AIL_platform_rebuttal"
"15357",170,"江苏扬州","NewsL","platform_rebuttal","1",3,"bot_FALSE","rebuttal_TRUE",5,5,3,3,4,"zhongkao","NewsL_platform_rebuttal"
"15358",174,"山西大同","AIL","platform_rebuttal","1",3,"bot_FALSE","rebuttal_TRUE",4,2,2,1,1,"zhongkao","AIL_platform_rebuttal"
"15359",176,"山东泰安","NewsL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",4,4,2,3,3,"zhongkao","NewsL_platform_rebuttal"
"15360",177,"河北保定","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",4,2,2,2,2,"zhongkao","AIL_platform_rebuttal"
"15361",181,"山东济南","AIL","platform_rebuttal","2",2,"bot_FALSE","rebuttal_TRUE",5,5,3,4,2,"zhongkao","AIL_platform_rebuttal"
"15362",182,"江苏苏州","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,4,2,2,"zhongkao","AIL_platform_rebuttal"
"15363",183,"四川成都","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,3,2,2,"zhongkao","AIL_platform_rebuttal"
"15364",188,"河北邯郸","NewsL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",4,3,2,4,2,"zhongkao","NewsL_platform_rebuttal"
"15365",197,"上海上海","AIL","platform_rebuttal","1",5,"bot_FALSE","rebuttal_TRUE",5,5,5,4,4,"zhongkao","AIL_platform_rebuttal"
"15366",200,"四川成都","NewsL","platform_rebuttal","2",2,"bot_FALSE","rebuttal_TRUE",5,5,3,3,3,"zhongkao","NewsL_platform_rebuttal"
"15367",201,"广东佛山","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,4,4,5,"zhongkao","AIL_platform_rebuttal"
"15368",202,"广东东莞","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,4,1,1,"zhongkao","NewsL_platform_rebuttal"
"15369",205,"江苏南京","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,4,2,1,"zhongkao","AIL_platform_rebuttal"
"15370",207,"广东广州","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,4,4,4,"zhongkao","AIL_platform_rebuttal"
"15371",211,"福建泉州","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,3,1,1,"zhongkao","AIL_platform_rebuttal"
"15372",212,"江苏南京","AIL","platform_rebuttal","1",2,"bot_FALSE","rebuttal_TRUE",5,5,4,1,2,"zhongkao","AIL_platform_rebuttal"
"15373",214,"陕西西安","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,4,2,2,4,"zhongkao","NewsL_platform_rebuttal"
"15374",215,"山东济南","AIL","platform_rebuttal","2",2,"bot_FALSE","rebuttal_TRUE",5,5,3,1,1,"zhongkao","AIL_platform_rebuttal"
"15375",219,"广东深圳","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,4,2,1,"zhongkao","NewsL_platform_rebuttal"
"15376",222,"广西北海","AIL","platform_rebuttal","1",6,"bot_FALSE","rebuttal_TRUE",4,3,2,1,1,"zhongkao","AIL_platform_rebuttal"
"15377",228,"广东深圳","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",5,5,4,3,4,"zhongkao","NewsL_platform_rebuttal"
"15378",230,"山东临沂","AIL","platform_rebuttal","1",2,"bot_FALSE","rebuttal_TRUE",4,4,2,5,5,"zhongkao","AIL_platform_rebuttal"
"15379",231,"北京北京","AIL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",5,5,4,4,4,"zhongkao","AIL_platform_rebuttal"
"15380",234,"福建泉州","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,3,3,4,"zhongkao","NewsL_platform_rebuttal"
"15381",238,"内蒙古通辽","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",4,3,2,4,3,"zhongkao","AIL_platform_rebuttal"
"15382",241,"湖南长沙","AIL","platform_rebuttal","1",5,"bot_FALSE","rebuttal_TRUE",5,5,4,4,2,"zhongkao","AIL_platform_rebuttal"
"15383",244,"云南昆明","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,3,1,1,"zhongkao","AIL_platform_rebuttal"
"15384",252,"河北邯郸","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",4,3,2,4,3,"zhongkao","AIL_platform_rebuttal"
"15385",254,"福建厦门","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,4,1,2,"zhongkao","AIL_platform_rebuttal"
"15386",255,"广东广州","AIL","platform_rebuttal","2",2,"bot_FALSE","rebuttal_TRUE",5,5,4,2,2,"zhongkao","AIL_platform_rebuttal"
"15387",262,"宁夏银川","AIL","platform_rebuttal","1",3,"bot_FALSE","rebuttal_TRUE",4,4,2,1,2,"zhongkao","AIL_platform_rebuttal"
"15388",266,"湖南岳阳","NewsL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",4,3,2,1,1,"zhongkao","NewsL_platform_rebuttal"
"15389",268,"云南昆明","AIL","platform_rebuttal","1",2,"bot_FALSE","rebuttal_TRUE",5,5,3,3,2,"zhongkao","AIL_platform_rebuttal"
"15390",287,"江西景德镇","AIL","platform_rebuttal","1",2,"bot_FALSE","rebuttal_TRUE",4,4,2,3,3,"zhongkao","AIL_platform_rebuttal"
"15391",289,"江苏镇江","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,4,1,1,"zhongkao","AIL_platform_rebuttal"
"15392",298,"江苏南京","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",5,5,4,1,1,"zhongkao","NewsL_platform_rebuttal"
"15393",303,"湖南长沙","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,4,3,2,"zhongkao","NewsL_platform_rebuttal"
"15394",306,"江苏宿迁","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",4,2,1,1,1,"zhongkao","NewsL_platform_rebuttal"
"15395",311,"广东东莞","NewsL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,4,3,4,"zhongkao","NewsL_platform_rebuttal"
"15396",313,"云南昭通","NewsL","platform_rebuttal","2",2,"bot_FALSE","rebuttal_TRUE",4,1,1,2,2,"zhongkao","NewsL_platform_rebuttal"
"15397",314,"广西崇左","NewsL","platform_rebuttal","2",2,"bot_FALSE","rebuttal_TRUE",4,2,1,2,2,"zhongkao","NewsL_platform_rebuttal"
"15398",316,"吉林长春","AIL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",4,4,2,1,2,"zhongkao","AIL_platform_rebuttal"
"15399",319,"山东济南","AIL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",5,5,3,1,1,"zhongkao","AIL_platform_rebuttal"
"15400",320,"河南郑州","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",4,4,2,1,1,"zhongkao","AIL_platform_rebuttal"
"15401",323,"甘肃陇南","NewsL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",3,1,1,1,1,"zhongkao","NewsL_platform_rebuttal"
"15402",325,"福建福州","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,3,3,2,"zhongkao","AIL_platform_rebuttal"
"15403",328,"河北石家庄","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",4,4,2,5,4,"zhongkao","NewsL_platform_rebuttal"
"15404",331,"河北唐山","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,3,1,2,"zhongkao","AIL_platform_rebuttal"
"15405",332,"江苏南通","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,3,2,1,"zhongkao","NewsL_platform_rebuttal"
"15406",334,"河北唐山","NewsL","platform_rebuttal","1",3,"bot_FALSE","rebuttal_TRUE",5,5,3,2,3,"zhongkao","NewsL_platform_rebuttal"
"15407",335,"广东广州","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,4,4,2,"zhongkao","NewsL_platform_rebuttal"
"15408",336,"吉林辽源","AIL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",4,1,1,4,2,"zhongkao","AIL_platform_rebuttal"
"15409",337,"广东佛山","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",5,5,4,1,1,"zhongkao","NewsL_platform_rebuttal"
"15410",340,"广东韶关","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",4,2,2,4,4,"zhongkao","AIL_platform_rebuttal"
"15411",345,"上海上海","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",5,5,5,4,5,"zhongkao","NewsL_platform_rebuttal"
"15412",346,"河南许昌","AIL","platform_rebuttal","2",5,"bot_FALSE","rebuttal_TRUE",4,2,1,1,1,"zhongkao","AIL_platform_rebuttal"
"15413",348,"河南周口","NewsL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",4,1,1,3,2,"zhongkao","NewsL_platform_rebuttal"
"15414",351,"山东济南","NewsL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",5,5,3,2,1,"zhongkao","NewsL_platform_rebuttal"
"15415",352,"四川德阳","AIL","platform_rebuttal","1",6,"bot_FALSE","rebuttal_TRUE",4,4,2,1,1,"zhongkao","AIL_platform_rebuttal"
"15416",359,"广东广州","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",5,5,4,5,4,"zhongkao","NewsL_platform_rebuttal"
"15417",361,"河南新乡","NewsL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",4,2,1,2,1,"zhongkao","NewsL_platform_rebuttal"
"15418",362,"广东广州","NewsL","platform_rebuttal","1",3,"bot_FALSE","rebuttal_TRUE",5,5,4,1,1,"zhongkao","NewsL_platform_rebuttal"
"15419",364,"黑龙江哈尔滨","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",4,4,2,3,2,"zhongkao","NewsL_platform_rebuttal"
"15420",365,"北京北京","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",5,5,4,1,1,"zhongkao","NewsL_platform_rebuttal"
"15421",372,"广西南宁","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",4,3,2,1,2,"zhongkao","AIL_platform_rebuttal"
"15422",374,"安徽亳州","NewsL","platform_rebuttal","1",5,"bot_FALSE","rebuttal_TRUE",4,3,2,2,4,"zhongkao","NewsL_platform_rebuttal"
"15423",376,"山西太原","NewsL","platform_rebuttal","1",4,"bot_FALSE","rebuttal_TRUE",4,4,2,1,1,"zhongkao","NewsL_platform_rebuttal"
"15424",382,"山西朔州","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",4,3,2,5,4,"zhongkao","AIL_platform_rebuttal"
"15425",383,"福建泉州","NewsL","platform_rebuttal","1",3,"bot_FALSE","rebuttal_TRUE",5,5,3,2,1,"zhongkao","NewsL_platform_rebuttal"
"15426",385,"河南焦作","AIL","platform_rebuttal","1",3,"bot_FALSE","rebuttal_TRUE",4,2,1,2,1,"zhongkao","AIL_platform_rebuttal"
"15427",387,"广东汕尾","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",4,1,1,4,5,"zhongkao","AIL_platform_rebuttal"
"15428",388,"广西南宁","AIL","platform_rebuttal","2",3,"bot_FALSE","rebuttal_TRUE",4,3,2,2,2,"zhongkao","AIL_platform_rebuttal"
"15429",392,"广西北海","NewsL","platform_rebuttal","1",6,"bot_FALSE","rebuttal_TRUE",4,3,2,1,1,"zhongkao","NewsL_platform_rebuttal"
"15430",393,"山东泰安","AIL","platform_rebuttal","2",4,"bot_FALSE","rebuttal_TRUE",4,4,2,2,2,"zhongkao","AIL_platform_rebuttal"
