"","uid","residence","gender","age","group","bot_dummy","rebuttal_dummy","income_national","income_sample","income_sample_abs","accuracy","worth","articleId"
"10879","805","山东青岛","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,3,"westlake"
"10880","809","山东泰安","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,4,3,"westlake"
"10881","812","湖北武汉","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,4,4,"westlake"
"10882","813","内蒙古乌兰察布","1",6,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,1,2,2,"westlake"
"10883","814","上海上海","2",5,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,5,4,3,"westlake"
"10884","822","广东东莞","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,4,4,"westlake"
"10885","825","内蒙古呼和浩特","2",5,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,2,3,"westlake"
"10886","826","浙江杭州","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,2,3,"westlake"
"10887","834","辽宁大连","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,1,2,"westlake"
"10888","841","河北沧州","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,4,5,"westlake"
"10889","844","北京北京","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,4,4,"westlake"
"10890","850","浙江台州","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,2,2,"westlake"
"10891","852","辽宁大连","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,1,2,"westlake"
"10892","854","辽宁大连","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,2,"westlake"
"10893","859","湖北武汉","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,2,"westlake"
"10894","860","江苏南京","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,1,1,"westlake"
"10895","867","河南郑州","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,2,3,"westlake"
"10896","874","吉林长春","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,5,1,"westlake"
"10897","875","江西南昌","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,2,2,"westlake"
"10898","880","黑龙江哈尔滨","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,2,"westlake"
"10899","881","河南信阳","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,1,1,4,4,"westlake"
"10900","886","四川成都","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,3,"westlake"
"10901","892","北京北京","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,2,"westlake"
"10902","893","山东聊城","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,1,1,2,2,"westlake"
"10903","898","山东济南","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,4,3,"westlake"
"10904","899","河北廊坊","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,2,1,"westlake"
"10905","906","山东烟台","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,4,4,"westlake"
"10906","908","广东惠州","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,5,5,"westlake"
"10907","909","安徽合肥","1",6,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,3,"westlake"
"10908","910","广东广州","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,4,4,"westlake"
"10909","912","山东临沂","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,4,3,"westlake"
"10910","913","福建福州","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,2,2,"westlake"
"10911","914","湖北咸宁","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,2,4,2,"westlake"
"10912","919","四川成都","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,1,2,"westlake"
"10913","921","广东广州","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,1,"westlake"
"10914","926","福建龙岩","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,2,"westlake"
"10915","929","陕西渭南","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,5,4,"westlake"
"10916","931","山西太原","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,3,"westlake"
"10917","934","四川绵阳","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,1,1,"westlake"
"10918","943","北京北京","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,1,"westlake"
"10919","951","陕西西安","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,4,2,4,3,"westlake"
"10920","958","重庆重庆","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,2,"westlake"
"10921","970","辽宁朝阳","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",3,1,1,2,1,"westlake"
"10922","984","上海上海","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,5,5,3,"westlake"
"10923","992","浙江杭州","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,3,"westlake"
"10924","1005","广东潮州","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",3,1,1,2,1,"westlake"
"10925","1006","广东深圳","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,5,4,"westlake"
"10926","1008","山东泰安","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,5,5,"westlake"
"10927","1011","广西河池","1",6,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,1,1,1,1,"westlake"
"10928","1012","河南焦作","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,1,4,4,"westlake"
"10929","1015","吉林松原","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,1,1,4,3,"westlake"
"10930","1017","云南昆明","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,2,"westlake"
"10931","1019","浙江杭州","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,2,1,"westlake"
"10932","1023","安徽蚌埠","1",5,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,1,2,"westlake"
"10933","1026","河南信阳","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,1,1,2,3,"westlake"
"10934","1031","福建厦门","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,3,"westlake"
"10935","1036","北京北京","1",5,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,5,5,"westlake"
"10936","1038","上海上海","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,5,4,3,"westlake"
"10937","1042","四川乐山","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,2,4,"westlake"
"10938","1052","江苏扬州","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,1,2,"westlake"
"10939","1054","河南新乡","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,1,3,4,"westlake"
"10940","1060","浙江杭州","2",5,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,2,"westlake"
"10941","1073","山东临沂","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,2,"westlake"
"10942","1076","广东广州","1",5,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,4,2,"westlake"
"10943","1078","广东广州","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,2,"westlake"
"10944","1083","四川成都","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,5,"westlake"
"10945","1085","福建漳州","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,2,1,"westlake"
"10946","1086","广东深圳","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,2,"westlake"
"10947","1090","河北石家庄","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,5,4,"westlake"
"10948","1091","山东滨州","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,4,4,"westlake"
"10949","1094","河南平顶山","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,2,1,2,"westlake"
"10950","1095","安徽芜湖","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,2,2,"westlake"
"10951","1102","山东德州","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,1,1,3,4,"westlake"
"10952","1103","浙江杭州","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,4,3,"westlake"
"10953","1107","广东阳江","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,1,1,4,4,"westlake"
"10954","1109","广东佛山","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,5,4,"westlake"
"10955","1118","浙江杭州","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,2,"westlake"
"10956","1119","河南焦作","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,1,2,1,"westlake"
"10957","1123","河南洛阳","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,5,4,"westlake"
"10958","1131","江苏南京","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,4,3,"westlake"
"10959","1140","北京北京","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,1,"westlake"
"10960","1146","广西南宁","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,1,1,"westlake"
"10961","1147","陕西西安","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,4,2,5,4,"westlake"
"10962","1152","福建厦门","1",7,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,1,1,"westlake"
"10963","1158","湖北荆门","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,1,1,"westlake"
"10964","1159","安徽合肥","1",5,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,2,2,"westlake"
"10965","1160","上海上海","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,5,4,2,"westlake"
"10966","1170","河北石家庄","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,5,4,"westlake"
"10967","1174","浙江宁波","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,3,"westlake"
"10968","1175","河南新乡","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,1,4,3,"westlake"
"10969","1176","广东广州","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,2,"westlake"
"10970","1180","福建漳州","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,2,1,"westlake"
"10971","1191","安徽安庆","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,2,1,"westlake"
"10972","1202","云南文山","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,3,2,"westlake"
"10973","1214","北京北京","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,2,"westlake"
"10974","1221","广西梧州","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,2,3,1,"westlake"
"10975","1225","广东珠海","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,2,"westlake"
"10976","1227","河南周口","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,1,1,3,1,"westlake"
"10977","1229","河南安阳","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,2,2,1,"westlake"
"10978","1231","浙江台州","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,1,2,"westlake"
"10979","1232","广西钦州","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,4,3,"westlake"
"10980","1237","江苏苏州","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,4,5,"westlake"
"10981","1241","四川成都","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,4,3,"westlake"
"10982","1243","吉林长春","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,2,"westlake"
"10983","1246","山东济南","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,1,4,"westlake"
"10984","1248","天津天津","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,2,"westlake"
"10985","1249","四川成都","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,2,1,"westlake"
"10986","1251","甘肃兰州","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,2,1,"westlake"
"10987","1254","山东滨州","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,4,"westlake"
"10988","1255","湖南长沙","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,2,3,"westlake"
"10989","1258","山东济南","2",6,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,4,3,"westlake"
"10990","1262","上海上海","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,5,1,1,"westlake"
"10991","1263","江苏常州","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,4,4,"westlake"
"10992","1264","四川广安","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,4,5,"westlake"
"10993","1293","山东淄博","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,4,4,"westlake"
"10994","1295","广东云浮","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,1,1,5,5,"westlake"
"10995","1296","广东广州","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,3,"westlake"
"10996","1303","上海上海","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,5,4,3,"westlake"
"10997","1317","辽宁沈阳","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,2,1,"westlake"
"10998","1319","广东惠州","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,2,"westlake"
"10999","1320","辽宁沈阳","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,2,"westlake"
"11000","1321","天津天津","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,4,3,"westlake"
"11001","1323","吉林长春","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,2,2,"westlake"
"11002","1332","辽宁大连","2",5,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,4,5,"westlake"
"11003","1339","甘肃兰州","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,4,3,"westlake"
"11004","1346","四川成都","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,2,1,"westlake"
"11005","1347","河北沧州","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,2,1,"westlake"
"11006","1350","河南郑州","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,1,1,"westlake"
"11007","1354","浙江绍兴","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,4,"westlake"
"11008","1356","广西南宁","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,4,5,"westlake"
"11009","1361","江苏南通","2",6,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,4,5,"westlake"
"11010","1368","江西赣州","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,3,4,"westlake"
"11011","1373","四川成都","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,2,"westlake"
"11012","1374","广东深圳","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,4,"westlake"
"11013","1375","浙江杭州","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,1,1,"westlake"
"11014","1383","福建宁德","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,5,2,"westlake"
"11015","1385","山东淄博","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,2,"westlake"
"11016","1388","山东济南","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,2,3,"westlake"
"11017","1389","湖北武汉","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,4,"westlake"
"11018","1390","北京北京","1",5,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,4,2,"westlake"
"11019","1391","新疆乌鲁木齐","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,3,"westlake"
"11020","1397","天津天津","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,2,"westlake"
"11021","1399","江苏无锡","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,4,3,"westlake"
"11022","1406","上海上海","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,5,3,2,"westlake"
"11023","1407","广东梅州","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,1,1,1,1,"westlake"
"11024","1409","四川成都","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,1,"westlake"
"11025","1410","四川成都","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,1,2,"westlake"
"11026","1414","四川成都","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,1,1,"westlake"
"11027","1420","江西南昌","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,5,4,"westlake"
"11028","1423","河北张家口","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,2,4,4,"westlake"
"11029","1426","内蒙古巴彦淖尔","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,2,2,3,"westlake"
"11030","1428","河南洛阳","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,4,"westlake"
"11031","1430","贵州黔东南","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,2,5,5,"westlake"
"11032","1431","上海上海","1",5,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,5,3,2,"westlake"
"11033","1432","福建泉州","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,4,4,"westlake"
"11034","1441","上海上海","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,5,5,5,"westlake"
"11035","1445","河南郑州","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,1,1,"westlake"
"11036","1446","广东广州","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,3,"westlake"
"11037","1450","广西玉林","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,3,4,"westlake"
"11038","1468","广东广州","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,2,2,"westlake"
"11039","1472","宁夏银川","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,5,"westlake"
"11040","1507","重庆重庆","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,1,"westlake"
"11041","1508","甘肃临夏","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",3,1,1,4,4,"westlake"
"11042","1511","安徽淮南","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,2,2,"westlake"
"11043","1514","上海上海","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,5,5,3,"westlake"
"11044","1516","山东聊城","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,1,1,4,3,"westlake"
"11045","1518","福建漳州","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,4,2,"westlake"
"11046","1523","江西吉安","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,4,4,"westlake"
"11047","1525","安徽宿州","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,2,4,4,"westlake"
"11048","1528","安徽六安","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,2,2,2,"westlake"
"11049","1529","四川成都","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,3,"westlake"
"11050","1533","云南昆明","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,5,4,"westlake"
"11051","1539","江苏泰州","2",6,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,2,2,"westlake"
"11052","1540","上海上海","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,5,3,2,"westlake"
"11053","1541","重庆重庆","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,4,2,"westlake"
"11054","1545","湖北武汉","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,1,1,"westlake"
"11055","1547","湖北黄冈","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,1,4,4,"westlake"
"11056","1548","江西南昌","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,4,3,"westlake"
"11057","1549","安徽合肥","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,3,"westlake"
"11058","1551","海南海口","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,2,1,"westlake"
"11059","1553","江苏苏州","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,2,3,"westlake"
"11060","1554","广西南宁","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,2,1,"westlake"
"11061","1559","四川成都","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,2,2,"westlake"
"11062","1562","重庆重庆","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,2,"westlake"
"11063","1567","河北石家庄","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,4,5,"westlake"
"11064","1571","河北石家庄","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,5,4,"westlake"
"11065","1578","广东韶关","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,2,3,3,"westlake"
"11066","1583","上海上海","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,5,3,5,"westlake"
"11067","1586","广东云浮","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,1,1,5,4,"westlake"
"11068","1591","湖南娄底","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,1,2,3,"westlake"
"11069","1592","河北石家庄","1",5,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,3,"westlake"
"11070","1593","北京北京","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,2,2,"westlake"
"11071","1597","广东惠州","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,5,5,"westlake"
"11072","1601","江西赣州","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,3,3,"westlake"
"11073","1604","重庆重庆","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,4,5,"westlake"
"11074","1605","广西南宁","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,1,2,"westlake"
"11075","1609","山东临沂","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,2,"westlake"
"11076","1611","河北保定","2",5,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,2,1,5,"westlake"
"11077","1615","广东深圳","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,4,"westlake"
"11078","1618","广西南宁","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,5,2,"westlake"
"11079","1622","福建福州","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,3,3,"westlake"
"11080","1624","浙江温州","1",5,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,2,4,"westlake"
"11081","1625","四川成都","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,4,4,"westlake"
"11082","1633","广西南宁","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,4,3,"westlake"
"11083","1638","辽宁盘锦","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,4,4,"westlake"
"11084","1653","重庆重庆","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,2,1,"westlake"
"11085","1654","上海上海","1",6,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,5,1,1,"westlake"
"11086","1662","广东韶关","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,2,2,3,4,"westlake"
"11087","1674","河北沧州","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,5,3,"westlake"
"11088","1675","云南曲靖","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,4,4,"westlake"
"11089","1678","浙江宁波","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,3,2,"westlake"
"11090","1681","福建福州","2",5,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,1,2,"westlake"
"11091","1687","山东济南","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,2,3,"westlake"
"11092","1689","广东广州","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,2,1,"westlake"
"11093","1690","广西南宁","2",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,4,4,"westlake"
"11094","1692","广东东莞","2",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,2,2,"westlake"
"11095","1694","广西南宁","1",2,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,4,4,"westlake"
"11096","1695","甘肃临夏","2",1,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",3,1,1,5,5,"westlake"
"11097","1698","四川成都","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,3,4,4,"westlake"
"11098","1705","广东深圳","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",5,5,4,1,1,"westlake"
"11099","1707","云南玉溪","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,3,2,"westlake"
"11100","1708","山西太原","1",3,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,4,5,"westlake"
"11101","1709","湖北黄石","2",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,4,2,2,2,"westlake"
"11102","1720","广西南宁","1",4,"platform_rebuttal","bot_FALSE","rebuttal_TRUE",4,3,2,3,3,"westlake"
